product_name,category,sub_category,sales,profit,quantity,rows,orders,avg_discount,profit_margin
Logitech G35 7.1-Channel Surround Sound Headset,Technology,Accessories,2158,699.3462,17,6,6,0.03333333333333333,0.3240714550509731
Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,3052,697.44,9,3,3,0.06666666666666667,0.22851900393184799
Global Comet Stacking Arm Chair,Furniture,Chairs,6084,697.1415,17,5,5,0.16,0.11458604536489152
"BIC Canvas, Easy-Erase",Office Supplies,Art,3337,696.3663,73,26,26,0.1719230769230769,0.20868034162421337
"Logitech Memory Card, Programmable",Technology,Accessories,4016,695.0880000000001,53,17,17,0.11176470588235293,0.17307968127490042
Economy Rollaway Files,Office Supplies,Storage,3137,693.8399999999999,20,7,7,0.08571428571428573,0.22117947083200507
Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,Binders,4182,693.5592,38,9,9,0.3222222222222222,0.1658439024390244
"Rogers Trays, Blue",Office Supplies,Storage,4656,693.224,94,31,30,0.132258064516129,0.14888831615120277
"Kleencut Shears, Steel",Office Supplies,Supplies,3458,688.8142,96,22,22,0.14045454545454544,0.19919438982070561
"Sharp Ink, Color",Technology,Copiers,4163,684.8839,44,16,16,0.188,0.1645169108815758
"Belkin Keyboard, USB",Technology,Accessories,3303,684.527,50,15,15,0.19333333333333333,0.20724402058734484
"Epson Receipt Printer, White",Technology,Machines,3875,683.6796,41,14,14,0.1907142857142857,0.17643344516129034
"Acme Letter Opener, Easy Grip",Office Supplies,Supplies,2364,683.2453,84,24,24,0.10916666666666668,0.28902085448392556
"GlobeWeis Mailers, Security-Tint",Office Supplies,Envelopes,2462,681.756,89,21,21,0.15571428571428572,0.2769114541023558
"Motorola Office Telephone, VoIP",Technology,Phones,3600,680.9085,70,20,20,0.221,0.18914125
"Logitech Numeric Keypad, Erganomic",Technology,Accessories,2788,678.5196000000001,87,21,21,0.15571428571428572,0.24337144906743188
"Boston Sketch Pad, Easy-Erase",Office Supplies,Art,4114,678.0402,100,35,35,0.12485714285714286,0.16481288283908604
Logitech Gaming G510s - Keyboard,Technology,Accessories,2363,676.5204,31,8,8,0.07500000000000001,0.286297249259416
"Dania Floating Shelf Set, Mobile",Furniture,Bookcases,5475,676.1295,47,15,15,0.21666666666666667,0.12349397260273973
"Hon Coffee Table, Adjustable Height",Furniture,Tables,2417,674.184,11,6,6,0.11666666666666665,0.278934215970211
"Novimex Swivel Stool, Black",Furniture,Chairs,16833,673.5373,127,36,36,0.13666666666666666,0.040012909166518146
"BIC Highlighters, Blue",Office Supplies,Art,2086,673.29,136,40,40,0.1475,0.3227660594439118
"Eldon Clock, Black",Furniture,Furnishings,3052,671.3616,66,19,19,0.16,0.2199743119266055
"Okidata Phone, Wireless",Technology,Machines,1906,670.9575,26,6,6,0.18333333333333335,0.3520238719832109
"Ibico Binding Machine, Economy",Office Supplies,Binders,5540,668.5766,135,35,35,0.09342857142857143,0.12068169675090253
"Office Star Rocking Chair, Set of Two",Furniture,Chairs,10708,668.134,101,30,30,0.128,0.0623957788569294
"Acme Shears, High Speed",Office Supplies,Supplies,2647,666.852,67,15,15,0.21666666666666667,0.251927465054779
"Xerox Cards & Envelopes, Premium",Office Supplies,Paper,2468,666.004,70,19,19,0.09473684210526316,0.26985575364667747
"Stanley Markers, Fluorescent",Office Supplies,Art,2555,664.7558,127,38,38,0.11157894736842106,0.2601783953033268
"Sauder Library with Doors, Mobile",Furniture,Bookcases,11667,662.6864999999999,44,15,15,0.22466666666666668,0.05680007714065312
"Hoover Toaster, Silver",Office Supplies,Appliances,2747,660.9019,48,13,13,0.18999999999999997,0.24059042591918456
"SanDisk Note Cards, Premium",Office Supplies,Paper,2466,658.9895,108,35,35,0.148,0.2672301297648013
"Enermax Flash Drive, USB",Technology,Accessories,2515,656.798,69,18,18,0.05555555555555555,0.2611522862823062
"Ames Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,2840,656.572,76,18,18,0.12777777777777777,0.23118732394366198
Jabra SPEAK 410,Technology,Phones,3159,654.1704,37,9,9,0.08888888888888889,0.20708148148148148
"Bush Floating Shelf Set, Traditional",Furniture,Bookcases,4808,653.6562,37,14,14,0.16214285714285714,0.13595178868552413
"Green Bar Memo Slips, 8.5 x 11",Office Supplies,Paper,1549,653.1965,83,21,21,0.08904761904761904,0.42168915429309234
"Boston Markers, Blue",Office Supplies,Art,2916,651.5436,137,43,43,0.1272093023255814,0.22343744855967076
"Bush Corner Shelving, Traditional",Furniture,Bookcases,5044,649.5465,58,13,13,0.21153846153846154,0.12877607057890564
"Cardinal 3-Hole Punch, Clear",Office Supplies,Binders,3236,649.332,131,34,34,0.11470588235294117,0.20065883807169344
Cisco SPA525G2 5-Line IP Phone,Technology,Machines,1380,648.5624,8,1,1,0.0,0.4699727536231884
"Barricks Wood Table, Rectangular",Furniture,Tables,2603,648.27,6,2,2,0.235,0.2490472531694199
"Stanley Pencil Sharpener, Fluorescent",Office Supplies,Art,2722,644.93,127,34,34,0.13970588235294118,0.23693240264511387
"Fellowes Trays, Wire Frame",Office Supplies,Storage,5906,644.3389999999999,124,43,43,0.12186046511627907,0.10909905181171689
"Binney & Smith Canvas, Easy-Erase",Office Supplies,Art,4100,642.7747,91,29,29,0.10586206896551724,0.15677431707317074
"BIC Sketch Pad, Fluorescent",Office Supplies,Art,2303,641.794,52,18,18,0.14722222222222223,0.2786773773339123
"Hoover Toaster, White",Office Supplies,Appliances,2851,641.2122,42,14,14,0.11214285714285714,0.22490782181690636
"Brother Fax and Copier, Laser",Technology,Copiers,10108,641.0586000000001,69,23,23,0.13756521739130437,0.06342091412742383
"Brother Personal Copier, Laser",Technology,Copiers,5836,640.2013,52,14,14,0.07357142857142858,0.10969864633310486
"Memorex Keyboard, Erganomic",Technology,Accessories,3577,640.123,63,21,21,0.11333333333333333,0.17895526977914455
"Logitech Numeric Keypad, USB",Technology,Accessories,2311,638.868,64,19,19,0.12315789473684209,0.27644655993076594
"Acme Box Cutter, High Speed",Office Supplies,Supplies,1956,636.294,66,19,19,0.13210526315789473,0.32530368098159507
"Hamilton Beach Stove, White",Office Supplies,Appliances,21332,635.5039999999999,51,11,10,0.14545454545454548,0.029791111944496528
"Breville Coffee Grinder, Black",Office Supplies,Appliances,2437,635.0559999999999,45,13,13,0.08461538461538462,0.26058924907673364
Microsoft Sculpt Comfort Mouse,Technology,Accessories,1576,634.406,42,10,10,0.06000000000000001,0.4025418781725888
Cameo Buff Policy Envelopes,Office Supplies,Envelopes,1555,632.2568,28,8,8,0.1,0.40659601286173636
"Binney & Smith Pens, Water Color",Office Supplies,Art,1906,631.9012,151,39,39,0.09666666666666666,0.33153263378803777
Enermax Acrylux Wireless Keyboard,Technology,Accessories,2450,630.468,29,6,6,0.10000000000000002,0.2573338775510204
"Nokia Audio Dock, Cordless",Technology,Phones,5896,630.4137000000001,46,19,19,0.21157894736842103,0.10692226933514248
"StarTech Card Printer, Red",Technology,Machines,5334,629.58,35,11,11,0.08181818181818182,0.11803149606299214
"Memorex Router, USB",Technology,Accessories,19607,628.9979999999999,99,17,17,0.10588235294117647,0.03208027745193043
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,2863,627.1722,33,5,4,0.12,0.2190611945511701
"SanDisk Keyboard, Programmable",Technology,Accessories,6194,625.7375999999999,104,30,30,0.1423333333333333,0.10102318372618663
"Panasonic Card Printer, Wireless",Technology,Machines,3129,623.85,21,7,7,0.05714285714285715,0.19937679769894537
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,1890,622.8,22,7,7,0.05714285714285715,0.3295238095238095
"Elite Trimmer, Easy Grip",Office Supplies,Supplies,2544,621.8961,82,19,19,0.14578947368421052,0.24445601415094342
"SanDisk Note Cards, Multicolor",Office Supplies,Paper,2425,621.7492,80,21,21,0.08285714285714285,0.2563914226804124
Xerox 1893,Office Supplies,Paper,1435,619.3589,39,11,11,0.09090909090909091,0.4316089895470383
"KitchenAid Blender, Black",Office Supplies,Appliances,3594,618.7612,50,15,15,0.20733333333333331,0.1721650528658876
"Binney & Smith Sketch Pad, Blue",Office Supplies,Art,6742,618.4588,185,52,52,0.16999999999999998,0.09173224562444378
"Novimex Chairmat, Black",Furniture,Chairs,3215,618.0539,77,22,22,0.1668181818181818,0.19224071539657853
"Nokia Audio Dock, Full Size",Technology,Phones,7601,616.8873000000001,57,15,15,0.18800000000000003,0.08115870280226287
"Acme Trimmer, High Speed",Office Supplies,Supplies,2437,614.24,63,20,20,0.09,0.2520475995075913
"Cisco Office Telephone, Cordless",Technology,Phones,3782,613.414,53,16,16,0.15625,0.162193019566367
"Cameo Manila Envelope, Security-Tint",Office Supplies,Envelopes,1610,612.844,62,16,16,0.085625,0.380648447204969
"Stanley Sketch Pad, Water Color",Office Supplies,Art,3222,610.597,80,27,27,0.09999999999999999,0.18950869025450032
"Harbour Creations Swivel Stool, Red",Furniture,Chairs,16860,610.4856,135,43,43,0.19581395348837208,0.0362091103202847
"Smead Lockers, Blue",Office Supplies,Storage,24776,610.264,158,39,39,0.20743589743589744,0.024631256054246046
"Cisco Office Telephone, Full Size",Technology,Phones,3723,608.8475,55,14,14,0.15857142857142859,0.1635367982809562
"KitchenAid Toaster, Red",Office Supplies,Appliances,2137,608.044,31,10,10,0.15,0.284531586335985
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,3739,608.043,14,5,5,0.27999999999999997,0.1626218240171169
"Binney & Smith Canvas, Fluorescent",Office Supplies,Art,5102,607.646,122,34,34,0.12058823529411763,0.11909956879655037
"SAFCO Bag Chairs, Set of Two",Furniture,Chairs,2269,606.5172,61,21,21,0.21047619047619048,0.26730594975760247
"Binney & Smith Markers, Easy-Erase",Office Supplies,Art,2214,606.1020000000001,111,37,37,0.14081081081081082,0.2737588075880759
"Kraft Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,2706,605.0640000000001,69,21,21,0.06190476190476189,0.22360088691796012
"Panasonic Calculator, Red",Technology,Machines,2071,604.491,48,10,10,0.15,0.29188363109608884
"Novimex Rocking Chair, Adjustable",Furniture,Chairs,6892,603.2919999999999,78,17,17,0.15294117647058825,0.08753511317469528
"Ames Manila Envelope, Security-Tint",Office Supplies,Envelopes,2010,602.3049,90,27,27,0.08592592592592592,0.2996541791044776
"Brother Ink, High-Speed",Technology,Copiers,5383,602.176,48,17,17,0.13011764705882353,0.11186624558796211
"Breville Microwave, Black",Office Supplies,Appliances,3884,602.106,20,4,4,0.125,0.1550221421215242
"Sanford Pencil Sharpener, Water Color",Office Supplies,Art,5581,601.9440999999999,259,80,80,0.13325,0.10785595771367137
"Tenex Shelving, Single Width",Office Supplies,Storage,4397,599.9875,97,33,33,0.11636363636363636,0.13645383215828974
"Eldon Trays, Wire Frame",Office Supplies,Storage,5085,599.1148000000001,148,40,40,0.20425,0.1178200196656834
"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,6625,598.992,63,17,17,0.18823529411764706,0.09041388679245282
"Enermax Note Cards, 8.5 x 11",Office Supplies,Paper,2278,598.6084999999999,100,22,22,0.08363636363636363,0.2627780948200175
"SanDisk Memory Card, USB",Technology,Accessories,2931,596.114,35,12,12,0.19999999999999998,0.20338246332309792
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Technology,Phones,1980,593.964,12,4,4,0.0,0.2999818181818182
Xiaomi Mi3,Technology,Phones,2280,592.7896,4,1,1,0.0,0.2599954385964912
"Belkin Flash Drive, USB",Technology,Accessories,2184,591.98,66,21,21,0.08095238095238096,0.27105311355311357
"BIC Markers, Easy-Erase",Office Supplies,Art,3144,591.04,134,40,40,0.1375,0.18798982188295163
"Ikea Floating Shelf Set, Pine",Furniture,Bookcases,8922,589.4578,68,18,18,0.14666666666666667,0.06606789957408653
"Fellowes Lockers, Single Width",Office Supplies,Storage,22092,588.702,132,40,40,0.135,0.026647745790331342
"Tenex Clock, Duo Pack",Furniture,Furnishings,2518,588.1732,67,17,17,0.1735294117647059,0.2335874503574265
Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,1914,587.1329999999999,18,4,4,0.05,0.306757053291536
"Lesro Round Table, Rectangular",Furniture,Tables,10707,585.457,38,8,8,0.24375000000000002,0.05467983562155599
"Stiletto Trimmer, Easy Grip",Office Supplies,Supplies,1801,581.941,46,12,12,0.016666666666666666,0.32312104386451973
"Tenex Trays, Blue",Office Supplies,Storage,4920,581.3087,115,38,38,0.13789473684210526,0.11815217479674797
"BIC Pencil Sharpener, Fluorescent",Office Supplies,Art,2573,580.9746,93,29,29,0.08896551724137931,0.22579657986785853
"Memorex Memory Card, USB",Technology,Accessories,3893,580.0968,56,19,19,0.1773684210526316,0.14901022347803752
"Green Bar Parchment Paper, 8.5 x 11",Office Supplies,Paper,1456,579.5412,76,19,19,0.05105263157894737,0.39803653846153847
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,2706,578.6848,14,6,6,0.06666666666666667,0.21385247597930523
"Deflect-O Door Stop, Durable",Furniture,Furnishings,1976,578.633,55,15,15,0.030000000000000002,0.29283046558704456
"Smead Trays, Single Width",Office Supplies,Storage,4386,578.4849,126,41,41,0.1948780487804878,0.13189350205198358
Pyle PMP37LED,Technology,Phones,3591,576.8999,43,10,10,0.1,0.16065160122528543
"Hoover Coffee Grinder, Black",Office Supplies,Appliances,1409,576.833,23,6,6,0.14,0.4093917672107878
Aastra 57i VoIP phone,Technology,Phones,3686,575.3316,26,7,7,0.14285714285714285,0.15608562126966902
"Deflect-O Clock, Erganomic",Furniture,Furnishings,2855,575.0907,74,25,25,0.16760000000000003,0.20143281961471102
Xerox 1917,Office Supplies,Paper,1224,574.6925,25,5,5,0.0,0.4695200163398693
"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,3955,573.7239999999999,32,9,9,0.15555555555555556,0.14506295828065738
"GlobeWeis Mailers, Recycled",Office Supplies,Envelopes,2209,573.4125,77,20,20,0.14250000000000002,0.2595801267541874
"Enermax Note Cards, Premium",Office Supplies,Paper,3946,573.2307,171,43,43,0.13813953488372094,0.14526880385200203
"Enermax Memory Card, USB",Technology,Accessories,10525,572.264,120,29,29,0.19793103448275862,0.05437187648456057
Digium D40 VoIP phone,Technology,Phones,3044,571.4257,27,9,9,0.1111111111111111,0.1877219776609724
Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes,1266,570.024,14,5,5,0.0,0.4502559241706161
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,2192,569.8368,16,4,4,0.0,0.25996204379562043
GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders,2267,569.422,50,10,10,0.33999999999999997,0.2511786501985002
"Logitech Flash Drive, USB",Technology,Accessories,2153,567.7848,85,20,20,0.1535,0.26371797491871807
"Canon Personal Copier, Color",Technology,Copiers,7058,567.23756,63,24,24,0.12683333333333333,0.08036803060357042
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,4887,566.4674,31,7,7,0.15,0.11591311643134848
"Stockwell Clamps, Assorted Sizes",Office Supplies,Fasteners,2131,565.278,160,45,45,0.12111111111111111,0.2652641952135148
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,2491,563.816,21,5,5,0.2,0.22634122842232038
"Nokia Speaker Phone, with Caller ID",Technology,Phones,6520,563.7545,64,17,17,0.048235294117647064,0.08646541411042945
GBC ProClick Punch Binding System,Office Supplies,Binders,1574,562.3842000000001,31,7,7,0.24285714285714285,0.35729618805590857
"Konica Inkjet, Durable",Technology,Machines,5303,560.91,19,10,10,0.13999999999999999,0.10577220441259663
"Apple Signal Booster, VoIP",Technology,Phones,6334,559.67,52,15,15,0.07933333333333333,0.08835964635301546
Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Envelopes,1361,559.3068000000001,18,4,4,0.05,0.4109528288023513
"Deflect-O Door Stop, Erganomic",Furniture,Furnishings,2499,557.9485,76,18,18,0.20222222222222222,0.22326870748299318
"Eldon Door Stop, Durable",Furniture,Furnishings,2690,557.1576,70,19,19,0.15368421052631578,0.2071217843866171
"Cardinal Index Tab, Clear",Office Supplies,Binders,1922,556.3702,337,92,92,0.11217391304347826,0.2894746097814776
"Safco 3-Shelf Cabinet, Traditional",Furniture,Bookcases,7262,555.09,57,17,17,0.1823529411764706,0.07643762049022308
Logitech Wireless Marathon Mouse M705,Technology,Accessories,1410,554.889,30,8,8,0.05,0.39353829787234046
"Tenex Photo Frame, Duo Pack",Furniture,Furnishings,2216,554.533,57,15,15,0.17600000000000002,0.25024052346570397
"Novimex Swivel Stool, Adjustable",Furniture,Chairs,10529,554.4269999999999,77,26,26,0.14115384615384616,0.052657137429955356
"Dania Library with Doors, Mobile",Furniture,Bookcases,14974,552.4012,56,18,18,0.12055555555555555,0.036890690530252436
"Memorex Memory Card, Programmable",Technology,Accessories,4841,552.3246,62,19,19,0.09842105263157895,0.11409307994216071
Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances,1762,549.7635,23,6,6,0.05000000000000001,0.31201106696935305
BlackBerry Q10,Technology,Phones,3099,548.0565,27,6,6,0.06666666666666667,0.17684946757018394
White Computer Printout Paper by Universal,Office Supplies,Paper,1279,547.6788,37,8,8,0.1,0.4282086004691165
"Bevis Round Table, Fully Assembled",Furniture,Tables,3395,547.272,12,3,3,0.26666666666666666,0.16119941089838
"KitchenAid Coffee Grinder, White",Office Supplies,Appliances,1962,545.646,33,10,10,0.02,0.2781070336391437
Xerox 1891,Office Supplies,Paper,1322,542.9010000000001,30,7,7,0.05714285714285715,0.4106664145234494
"Bevis Wood Table, Adjustable Height",Furniture,Tables,2608,542.8399999999999,8,3,3,0.3,0.20814417177914107
"Motorola Speaker Phone, with Caller ID",Technology,Phones,4032,542.7094000000001,50,13,13,0.21307692307692308,0.13460054563492066
Hon Non-Folding Utility Tables,Furniture,Tables,3776,541.654,29,5,5,0.2,0.14344650423728814
"KitchenAid Coffee Grinder, Red",Office Supplies,Appliances,2069,540.9933,32,11,11,0.08818181818181818,0.2614757370710488
Logitech G600 MMO Gaming Mouse,Technology,Accessories,1616,540.7324,21,8,8,0.025,0.3346116336633663
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Technology,Phones,2482,540.015,19,6,6,0.10000000000000002,0.21757252215954875
"Logitech Keyboard, Bluetooth",Technology,Accessories,2756,539.667,54,15,15,0.18466666666666667,0.19581531204644415
Xerox 1888,Office Supplies,Paper,1231,539.2656,24,6,6,0.06666666666666667,0.43807116165718923
"Eldon Trays, Blue",Office Supplies,Storage,2771,538.747,69,30,30,0.09333333333333332,0.19442331288343556
"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Storage,3537,536.9024999999999,19,4,4,0.1,0.1517960135708227
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,1410,536.2212,52,15,15,0.09333333333333334,0.3802987234042553
"Tenex Clock, Durable",Furniture,Furnishings,2625,535.2528,87,21,21,0.24619047619047618,0.20390582857142855
"Sharp Ink, Digital",Technology,Copiers,3721,535.0119,35,8,8,0.053,0.14378175221714593
"Konica Calculator, Wireless",Technology,Machines,1724,534.9499,46,11,11,0.1827272727272727,0.3102957656612529
"Panasonic Phone, Durable",Technology,Machines,2257,532.8672,32,11,11,0.15636363636363637,0.23609534780682323
"KitchenAid Toaster, Silver",Office Supplies,Appliances,1723,531.049,24,10,10,0.1,0.3082118398142774
"Jiffy Mailers, with clear poly window",Office Supplies,Envelopes,2005,530.5731000000001,66,16,16,0.166875,0.2646249875311721
"Canon Ink, High-Speed",Technology,Copiers,4448,530.5045,37,14,14,0.06957142857142858,0.11926809802158274
"BIC Pencil Sharpener, Blue",Office Supplies,Art,2951,529.8199999999999,129,44,44,0.1659090909090909,0.17953913927482207
"Cardinal 3-Hole Punch, Recycled",Office Supplies,Binders,3542,529.506,147,35,35,0.14857142857142855,0.14949350649350648
"Tenex Shelving, Industrial",Office Supplies,Storage,6049,528.8018,144,42,42,0.19095238095238093,0.08741970573648536
"Cardinal Binding Machine, Recycled",Office Supplies,Binders,4266,527.7021,112,34,34,0.15029411764705883,0.12369950773558368
Xerox 1934,Office Supplies,Paper,1098,526.212,20,5,5,0.04,0.4792459016393443
"Hon Bag Chairs, Red",Furniture,Chairs,2773,525.726,80,25,25,0.1748,0.1895874504147133
"Acco Binder, Durable",Office Supplies,Binders,1868,525.21,137,41,41,0.07073170731707316,0.28116167023554606
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,1233,524.5054,43,11,11,0.09090909090909091,0.4253896188158962
"Enermax Numeric Keypad, Erganomic",Technology,Accessories,3905,524.0798,82,24,24,0.09666666666666668,0.1342073751600512
"Tenex Frame, Durable",Furniture,Furnishings,4305,521.1489,52,10,10,0.187,0.12105665505226482
"Novimex Steel Folding Chair, Black",Furniture,Chairs,6473,519.4680000000001,113,28,28,0.18464285714285714,0.08025150625675885
"Avery 3-Hole Punch, Economy",Office Supplies,Binders,1600,519.247,71,22,22,0.1636363636363636,0.32452937499999995
"Safco Corner Shelving, Pine",Furniture,Bookcases,3270,519.0035,27,9,9,0.09444444444444444,0.15871666666666667
Polycom SoundStation2 EX Conference phone,Technology,Phones,3969,518.336,12,4,4,0.2,0.13059611992945327
"Ibico 3-Hole Punch, Economy",Office Supplies,Binders,1758,515.9689999999999,82,32,32,0.2146875,0.29349772468714447
Logitech Illuminated - Keyboard,Technology,Accessories,1140,515.914,20,6,6,0.03333333333333333,0.45255614035087716
Wilson Electronics DB Pro Signal Booster,Technology,Phones,8878,515.52,32,10,10,0.22000000000000003,0.05806713223699031
Logitech G602 Wireless Gaming Mouse,Technology,Accessories,2000,515.1356000000001,29,9,9,0.1111111111111111,0.2575678
Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,1620,514.8969999999999,34,9,9,0.06666666666666668,0.3178376543209876
Airmail Envelopes,Office Supplies,Envelopes,1360,514.4909,19,6,6,0.13333333333333333,0.3783021323529412
Global Comet Stacking Armless Chair,Furniture,Chairs,3528,514.366,14,6,6,0.16666666666666666,0.1457953514739229
"Panasonic Receipt Printer, White",Technology,Machines,4323,513.6213,42,11,11,0.15636363636363637,0.11881131158917418
Apple iPhone 5S,Technology,Phones,4902,512.991,11,4,4,0.2,0.10464932680538555
"Acco Binding Machine, Clear",Office Supplies,Binders,5868,512.8855,144,41,41,0.1346341463414634,0.0874038002726653
Fellowes Staxonsteel Drawer Files,Office Supplies,Storage,4831,509.9688,26,7,7,0.028571428571428574,0.10556174705030014
"KitchenAid Toaster, Black",Office Supplies,Appliances,2943,509.7825,39,17,17,0.07352941176470588,0.17321865443425077
Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,5787,509.712,14,3,3,0.3,0.08807879730430275
"Hamilton Beach Coffee Grinder, Red",Office Supplies,Appliances,2195,508.044,62,14,14,0.014285714285714287,0.23145512528473802
"StarTech Phone, Red",Technology,Machines,1445,507.856,24,9,9,0.13333333333333333,0.35145743944636676
"Deflect-O Clock, Duo Pack",Furniture,Furnishings,2556,507.64590000000004,58,14,14,0.11714285714285715,0.19860950704225352
"HP Personal Copier, Digital",Technology,Copiers,7155,507.47388,64,17,17,0.1171764705882353,0.07092576939203354
Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,Phones,2509,505.6542,14,4,4,0.1,0.2015361498605022
"Bush 3-Shelf Cabinet, Pine",Furniture,Bookcases,3234,505.214,29,12,12,0.09999999999999999,0.15621954236239952
"BIC Pens, Water Color",Office Supplies,Art,1894,504.7602,131,32,32,0.11624999999999999,0.26650485744456176
"Sanford Markers, Fluorescent",Office Supplies,Art,2173,504.6706,108,39,39,0.18128205128205127,0.2322460193281178
"GlobeWeis Interoffice Envelope, Recycled",Office Supplies,Envelopes,2014,503.3164,58,16,16,0.143125,0.24990883813306852
"Avery Binder Covers, Recycled",Office Supplies,Binders,1471,501.1075,163,52,52,0.11884615384615384,0.34065771583956495
"Tenex Door Stop, Duo Pack",Furniture,Furnishings,2151,500.06399999999996,54,15,15,0.15133333333333335,0.23247977684797766
"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,3151,499.851,35,9,9,0.13333333333333333,0.15863249761980325
WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories,3998,499.8,35,8,8,0.025,0.12501250625312657
Hon Mobius Operator's Chair,Furniture,Chairs,2706,499.3394,23,5,5,0.04,0.18453045084996306
"Cuisinart Refrigerator, Silver",Office Supplies,Appliances,10815,498.23300000000006,28,10,10,0.16999999999999998,0.04606870087840962
Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories,1800,497.9502,21,7,7,0.1142857142857143,0.276639
Xerox 1906,Office Supplies,Paper,1099,497.5776,32,7,7,0.05714285714285715,0.4527548680618744
"Enermax Mouse, Erganomic",Technology,Accessories,2617,497.409,79,18,18,0.04833333333333333,0.1900683989300726
"Bush Corner Shelving, Metal",Furniture,Bookcases,6008,496.24,69,18,18,0.12222222222222223,0.0825965379494008
"Stanley Pencil Sharpener, Easy-Erase",Office Supplies,Art,1739,496.01439999999997,84,31,30,0.1796774193548387,0.2852296722254169
"Stockwell Rubber Bands, Metal",Office Supplies,Fasteners,1710,495.7049,129,40,40,0.091,0.28988590643274853
"Boston Canvas, Easy-Erase",Office Supplies,Art,4178,495.47040000000004,97,37,37,0.16324324324324324,0.11859033030157971
GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,6786,494.4212000000001,23,8,8,0.4125,0.07285900383141763
"Binney & Smith Markers, Water Color",Office Supplies,Art,2905,493.7922,126,32,32,0.1271875,0.16998010327022375
"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,2959,493.70459999999997,23,6,6,0.11666666666666665,0.1668484623183508
"Rubbermaid Door Stop, Erganomic",Furniture,Furnishings,1554,492.92040000000003,43,14,14,0.07642857142857143,0.3171945945945946
"Eaton Message Books, Multicolor",Office Supplies,Paper,1416,492.856,77,20,20,0.06999999999999999,0.34806214689265536
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,1097,492.6624,21,10,10,0.06000000000000001,0.4490997265268915
"Accos Clamps, Bulk Pack",Office Supplies,Fasteners,1321,490.71000000000004,76,22,22,0.06136363636363637,0.37146858440575325
"Tenex Photo Frame, Black",Furniture,Furnishings,2038,490.422,46,15,15,0.10333333333333333,0.2406388616290481
GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders,2954,489.641,27,8,8,0.25,0.16575524712254572
"Safco Floating Shelf Set, Pine",Furniture,Bookcases,11623,486.8712,73,18,18,0.12444444444444445,0.041888600189279875
DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,4621,486.15560000000005,37,11,11,0.19090909090909092,0.10520571304912357
"Logitech Flash Drive, Bluetooth",Technology,Accessories,1654,486.0659,66,18,18,0.12055555555555555,0.2938729746070133
"Fellowes Mobile File Cart, Black",Office Supplies,Storage,2300,485.004,40,10,10,0.06000000000000001,0.21087130434782608
"Wilson Jones Binder Covers, Durable",Office Supplies,Binders,1329,484.4001,124,43,43,0.0986046511627907,0.36448465011286685
"Advantus Clock, Black",Furniture,Furnishings,2686,484.3275,70,19,19,0.13526315789473684,0.18031552494415487
"Eaton Cards & Envelopes, Multicolor",Office Supplies,Paper,1825,483.19910000000004,45,14,14,0.06928571428571428,0.2647666301369863
Aastra 6757i CT Wireless VoIP phone,Technology,Phones,2931,482.5856,16,6,6,0.16666666666666666,0.1646487888092801
